PDGid,WP,year,period,ptmin,ptmax,etamin,etamax,SF,SFerr
13,mediumID,2016,BCDEF,60,120,-1.4,-1.2,0.998408,0.00654423
13,mediumID,2016,BCDEF,60,120,-1.2,-0.8,0.998246,0.00738399
13,mediumID,2016,BCDEF,60,120,-0.8,-0.5,1.00512,0.0116212
13,mediumID,2016,BCDEF,60,120,-0.5,-0.3,1.0057,0.0114685
13,mediumID,2016,BCDEF,60,120,-0.3,-0.2,0.99017,0.0190928
13,mediumID,2016,BCDEF,60,120,-0.2,0,0.992787,0.0137879
13,mediumID,2016,BCDEF,60,120,0,0.2,0.993095,0.0130191
13,mediumID,2016,BCDEF,60,120,0.2,0.3,0.998169,0.0183831
13,mediumID,2016,BCDEF,60,120,0.3,0.5,1.0052,0.0116146
13,mediumID,2016,BCDEF,60,120,0.5,0.8,0.998578,0.0152252
13,mediumID,2016,BCDEF,60,120,0.8,1.2,0.9934,0.00774269
13,mediumID,2016,BCDEF,60,120,1.2,1.4,0.991027,0.0121345
13,mediumID,2016,BCDEF,60,120,1.4,1.5,1,0.00491606
13,mediumID,2016,BCDEF,60,120,1.5,1.6,1.00577,0.0107119
13,mediumID,2016,BCDEF,60,120,1.6,1.7,0.991003,0.0140888
13,mediumID,2016,BCDEF,60,120,1.7,2,0.98342,0.00621563
13,mediumID,2016,BCDEF,60,120,2,2.1,0.9705,0.0118183
13,mediumID,2016,BCDEF,60,120,2.1,2.2,0.907851,0.0152616
13,mediumID,2016,BCDEF,60,120,2.2,2.3,0.965632,0.0197334
13,mediumID,2016,BCDEF,60,120,2.3,2.4,0.991361,0.0159594
PDGid,WP,year,period,ptmin,ptmax,etamin,etamax,SF,SFerr
13,mediumID,2016,GH,20,25,-2.4,-2.3,0.997282,0.0141255
13,mediumID,2016,GH,20,25,-2.3,-2.2,0.991008,0.0101649
13,mediumID,2016,GH,20,25,-2.2,-2.1,0.939375,0.0118497
13,mediumID,2016,GH,20,25,-2.1,-2,0.986974,0.009555
13,mediumID,2016,GH,20,25,-2,-1.7,0.983166,0.00679337
13,mediumID,2016,GH,20,25,-1.7,-1.6,1.00431,0.00305593
13,mediumID,2016,GH,20,25,-1.6,-1.5,0.997992,0.00768673
13,mediumID,2016,GH,20,25,-1.5,-1.4,1.00245,0.00365174
13,mediumID,2016,GH,20,25,-1.4,-1.2,1.00716,0.00789441
13,mediumID,2016,GH,20,25,-1.2,-0.8,0.994679,0.010705
13,mediumID,2016,GH,20,25,-0.8,-0.5,0.996229,0.00713348
13,mediumID,2016,GH,20,25,-0.5,-0.3,1.00528,0.00368124
13,mediumID,2016,GH,20,25,-0.3,-0.2,0.991293,0.0125527
13,mediumID,2016,GH,20,25,-0.2,0,0.98324,0.0122988
13,mediumID,2016,GH,20,25,0,0.2,1.00344,0.0149566
13,mediumID,2016,GH,20,25,0.2,0.3,0.992968,0.0122384
13,mediumID,2016,GH,20,25,0.3,0.5,1.00764,0.0130774
13,mediumID,2016,GH,20,25,0.5,0.8,1.0039,0.00400453
13,mediumID,2016,GH,20,25,0.8,1.2,0.999824,0.00856851
13,mediumID,2016,GH,20,25,1.2,1.4,1.00564,0.008001
13,mediumID,2016,GH,20,25,1.4,1.5,1.00472,0.00930585
13,mediumID,2016,GH,20,25,1.5,1.6,1.00381,0.00488424
13,mediumID,2016,GH,20,25,1.6,1.7,1.00171,0.00814382
13,mediumID,2016,GH,20,25,1.7,2,0.99015,0.0114757
13,mediumID,2016,GH,20,25,2,2.1,0.98676,0.0103886
13,mediumID,2016,GH,20,25,2.1,2.2,0.950081,0.0111818
13,mediumID,2016,GH,20,25,2.2,2.3,0.997364,0.00969603
13,mediumID,2016,GH,20,25,2.3,2.4,1.0058,0.00852384
13,mediumID,2016,GH,25,30,-2.4,-2.3,0.994533,0.0118222
13,mediumID,2016,GH,25,30,-2.3,-2.2,1.00344,0.00598914
13,mediumID,2016,GH,25,30,-2.2,-2.1,0.934618,0.0105974
13,mediumID,2016,GH,25,30,-2.1,-2,0.989148,0.00363272
13,mediumID,2016,GH,25,30,-2,-1.7,0.985616,0.00494806
13,mediumID,2016,GH,25,30,-1.7,-1.6,0.989919,0.0057381
13,mediumID,2016,GH,25,30,-1.6,-1.5,1.00221,0.00346632
13,mediumID,2016,GH,25,30,-1.5,-1.4,0.99678,0.00597564
13,mediumID,2016,GH,25,30,-1.4,-1.2,0.998841,0.00504689
13,mediumID,2016,GH,25,30,-1.2,-0.8,0.999187,0.00602936
13,mediumID,2016,GH,25,30,-0.8,-0.5,1.00121,0.00766784
13,mediumID,2016,GH,25,30,-0.5,-0.3,0.995075,0.0116488
13,mediumID,2016,GH,25,30,-0.3,-0.2,0.986808,0.0109868
13,mediumID,2016,GH,25,30,-0.2,0,0.99567,0.0107007
13,mediumID,2016,GH,25,30,0,0.2,1.00202,0.0119427
13,mediumID,2016,GH,25,30,0.2,0.3,0.997192,0.013952
13,mediumID,2016,GH,25,30,0.3,0.5,1.00345,0.0109584
13,mediumID,2016,GH,25,30,0.5,0.8,1.00267,0.00515699
13,mediumID,2016,GH,25,30,0.8,1.2,0.996452,0.00489669
13,mediumID,2016,GH,25,30,1.2,1.4,1.00448,0.00669698
13,mediumID,2016,GH,25,30,1.4,1.5,1.00287,0.00902375
13,mediumID,2016,GH,25,30,1.5,1.6,0.992435,0.014516
13,mediumID,2016,GH,25,30,1.6,1.7,1.00007,0.00534049
13,mediumID,2016,GH,25,30,1.7,2,0.992422,0.00281083
13,mediumID,2016,GH,25,30,2,2.1,0.993308,0.0111735
13,mediumID,2016,GH,25,30,2.1,2.2,0.946055,0.00662692
13,mediumID,2016,GH,25,30,2.2,2.3,0.999986,0.00647927
13,mediumID,2016,GH,25,30,2.3,2.4,0.988367,0.00653256
13,mediumID,2016,GH,30,40,-2.4,-2.3,0.992576,0.00357627
13,mediumID,2016,GH,30,40,-2.3,-2.2,0.996649,0.00331842
13,mediumID,2016,GH,30,40,-2.2,-2.1,0.935334,0.00434969
13,mediumID,2016,GH,30,40,-2.1,-2,0.99134,0.00140476
13,mediumID,2016,GH,30,40,-2,-1.7,0.986971,0.000975232
13,mediumID,2016,GH,30,40,-1.7,-1.6,0.996455,0.00222276
13,mediumID,2016,GH,30,40,-1.6,-1.5,0.997466,0.00407571
13,mediumID,2016,GH,30,40,-1.5,-1.4,1.00081,0.00402872
13,mediumID,2016,GH,30,40,-1.4,-1.2,1.00002,0.00314941
13,mediumID,2016,GH,30,40,-1.2,-0.8,0.996036,0.00458288
13,mediumID,2016,GH,30,40,-0.8,-0.5,0.997287,0.00520103
13,mediumID,2016,GH,30,40,-0.5,-0.3,0.997156,0.00405952
13,mediumID,2016,GH,30,40,-0.3,-0.2,0.99104,0.00746633
13,mediumID,2016,GH,30,40,-0.2,0,0.999476,0.00450911
13,mediumID,2016,GH,30,40,0,0.2,0.996959,0.00817089
13,mediumID,2016,GH,30,40,0.2,0.3,0.99378,0.00365969
13,mediumID,2016,GH,30,40,0.3,0.5,0.996766,0.00795653
13,mediumID,2016,GH,30,40,0.5,0.8,0.997736,0.00393876
13,mediumID,2016,GH,30,40,0.8,1.2,0.996835,0.00468507
13,mediumID,2016,GH,30,40,1.2,1.4,1.00538,0.00525845
13,mediumID,2016,GH,30,40,1.4,1.5,1.00391,0.00136243
13,mediumID,2016,GH,30,40,1.5,1.6,1.00191,0.000746528
13,mediumID,2016,GH,30,40,1.6,1.7,1.00248,0.00153832
13,mediumID,2016,GH,30,40,1.7,2,0.992654,0.00293371
13,mediumID,2016,GH,30,40,2,2.1,0.995049,0.00821881
13,mediumID,2016,GH,30,40,2.1,2.2,0.93971,0.00485127
13,mediumID,2016,GH,30,40,2.2,2.3,0.996125,0.00821858
13,mediumID,2016,GH,30,40,2.3,2.4,0.990609,0.00476515
13,mediumID,2016,GH,40,50,-2.4,-2.3,0.9889,0.00362775
13,mediumID,2016,GH,40,50,-2.3,-2.2,0.993325,0.00272437
13,mediumID,2016,GH,40,50,-2.2,-2.1,0.938882,0.0037192
13,mediumID,2016,GH,40,50,-2.1,-2,0.994548,0.0017243
13,mediumID,2016,GH,40,50,-2,-1.7,0.988103,0.0011533
13,mediumID,2016,GH,40,50,-1.7,-1.6,0.997641,0.00197363
13,mediumID,2016,GH,40,50,-1.6,-1.5,0.998415,0.00213757
13,mediumID,2016,GH,40,50,-1.5,-1.4,0.999998,0.00213532
13,mediumID,2016,GH,40,50,-1.4,-1.2,1.00022,0.00196771
13,mediumID,2016,GH,40,50,-1.2,-0.8,0.998863,0.00125092
13,mediumID,2016,GH,40,50,-0.8,-0.5,0.998742,0.00131446
13,mediumID,2016,GH,40,50,-0.5,-0.3,0.999812,0.00150801
13,mediumID,2016,GH,40,50,-0.3,-0.2,0.99191,0.001978
13,mediumID,2016,GH,40,50,-0.2,0,1.00126,0.00227203
13,mediumID,2016,GH,40,50,0,0.2,0.999802,0.0019893
13,mediumID,2016,GH,40,50,0.2,0.3,0.993189,0.00354538
13,mediumID,2016,GH,40,50,0.3,0.5,1.00039,0.0082547
13,mediumID,2016,GH,40,50,0.5,0.8,1.00048,0.0013846
13,mediumID,2016,GH,40,50,0.8,1.2,0.998207,0.00170317
13,mediumID,2016,GH,40,50,1.2,1.4,1.00459,0.00346002
13,mediumID,2016,GH,40,50,1.4,1.5,1.00525,0.00374983
13,mediumID,2016,GH,40,50,1.5,1.6,1.00762,0.00462802
13,mediumID,2016,GH,40,50,1.6,1.7,1.00613,0.00325496
13,mediumID,2016,GH,40,50,1.7,2,0.994286,0.00175489
13,mediumID,2016,GH,40,50,2,2.1,0.996484,0.00203863
13,mediumID,2016,GH,40,50,2.1,2.2,0.946291,0.00359827
13,mediumID,2016,GH,40,50,2.2,2.3,0.996795,0.00363718
13,mediumID,2016,GH,40,50,2.3,2.4,0.992904,0.0034209
13,mediumID,2016,GH,50,60,-2.4,-2.3,0.992204,0.0108301
13,mediumID,2016,GH,50,60,-2.3,-2.2,0.987109,0.00730362
13,mediumID,2016,GH,50,60,-2.2,-2.1,0.924241,0.00880489
13,mediumID,2016,GH,50,60,-2.1,-2,0.994592,0.00502994
13,mediumID,2016,GH,50,60,-2,-1.7,0.988141,0.00208992
13,mediumID,2016,GH,50,60,-1.7,-1.6,0.994839,0.00354294
13,mediumID,2016,GH,50,60,-1.6,-1.5,0.995061,0.00420818
13,mediumID,2016,GH,50,60,-1.5,-1.4,0.9977,0.00453052
13,mediumID,2016,GH,50,60,-1.4,-1.2,0.996652,0.00326183
13,mediumID,2016,GH,50,60,-1.2,-0.8,0.993343,0.0019852
13,mediumID,2016,GH,50,60,-0.8,-0.5,0.994731,0.00219465
13,mediumID,2016,GH,50,60,-0.5,-0.3,0.994849,0.00291671
13,mediumID,2016,GH,50,60,-0.3,-0.2,0.986857,0.00429453
13,mediumID,2016,GH,50,60,-0.2,0,0.997385,0.0029264
13,mediumID,2016,GH,50,60,0,0.2,0.998512,0.00283145
13,mediumID,2016,GH,50,60,0.2,0.3,0.989258,0.00486214
13,mediumID,2016,GH,50,60,0.3,0.5,0.997952,0.00284588
13,mediumID,2016,GH,50,60,0.5,0.8,0.993775,0.00207913
13,mediumID,2016,GH,50,60,0.8,1.2,0.989196,0.00252736
13,mediumID,2016,GH,50,60,1.2,1.4,0.990743,0.00490418
13,mediumID,2016,GH,50,60,1.4,1.5,0.986736,0.00780889
13,mediumID,2016,GH,50,60,1.5,1.6,0.992251,0.00770317
13,mediumID,2016,GH,50,60,1.6,1.7,0.986214,0.0063841
13,mediumID,2016,GH,50,60,1.7,2,0.988566,0.00255816
13,mediumID,2016,GH,50,60,2,2.1,0.988638,0.00442933
13,mediumID,2016,GH,50,60,2.1,2.2,0.948653,0.00792157
13,mediumID,2016,GH,50,60,2.2,2.3,1.00202,0.00538405
13,mediumID,2016,GH,50,60,2.3,2.4,0.992756,0.0072646
13,mediumID,2016,GH,60,120,-2.4,-2.3,0.994689,0.0167509
13,mediumID,2016,GH,60,120,-2.3,-2.2,1,0.004433
13,mediumID,2016,GH,60,120,-2.2,-2.1,0.932635,0.00963377
13,mediumID,2016,GH,60,120,-2.1,-2,0.992587,0.0118564
13,mediumID,2016,GH,60,120,-2,-1.7,0.988478,0.00785405
13,mediumID,2016,GH,60,120,-1.7,-1.6,0.988658,0.0087021
13,mediumID,2016,GH,60,120,-1.6,-1.5,1.00223,0.0053377
13,mediumID,2016,GH,60,120,-1.5,-1.4,0.988776,0.0120787
13,mediumID,2016,GH,60,120,-1.4,-1.2,0.9955,0.00898823
13,mediumID,2016,GH,60,120,-1.2,-0.8,1.00187,0.0048193
13,mediumID,2016,GH,60,120,-0.8,-0.5,0.997669,0.0069539
13,mediumID,2016,GH,60,120,-0.5,-0.3,1.0057,0.00484377
13,mediumID,2016,GH,60,120,-0.3,-0.2,0.994011,0.0117569
13,mediumID,2016,GH,60,120,-0.2,0,0.998953,0.0105947
13,mediumID,2016,GH,60,120,0,0.2,1.00173,0.00965616
13,mediumID,2016,GH,60,120,0.2,0.3,1.00342,0.0126769
13,mediumID,2016,GH,60,120,0.3,0.5,1.00319,0.00903571
13,mediumID,2016,GH,60,120,0.5,0.8,0.995523,0.0099461
13,mediumID,2016,GH,60,120,0.8,1.2,0.996697,0.00754464
13,mediumID,2016,GH,60,120,1.2,1.4,1.00571,0.0142306
13,mediumID,2016,GH,60,120,1.4,1.5,1,0.0108834
13,mediumID,2016,GH,60,120,1.5,1.6,0.998846,0.0123208
13,mediumID,2016,GH,60,120,1.6,1.7,0.986256,0.0150079
13,mediumID,2016,GH,60,120,1.7,2,0.989946,0.00609162
13,mediumID,2016,GH,60,120,2,2.1,0.999716,0.00922408
13,mediumID,2016,GH,60,120,2.1,2.2,0.950825,0.0147363
13,mediumID,2016,GH,60,120,2.2,2.3,1.0027,0.00837075
13,mediumID,2016,GH,60,120,2.3,2.4,1.00055,0.0101227
PDGid,WP,year,period,ptmin,ptmax,etamin,etamax,SF,SFerr
13,looseIso,2016,BCDEF,20,25,-2.4,-2.3,0.980311,0.00830387
13,looseIso,2016,BCDEF,20,25,-2.3,-2.2,0.995446,0.00656414
13,looseIso,2016,BCDEF,20,25,-2.2,-2.1,0.98837,0.00627092
13,looseIso,2016,BCDEF,20,25,-2.1,-2,0.993768,0.00680975
13,looseIso,2016,BCDEF,20,25,-2,-1.7,0.996219,0.00365538
13,looseIso,2016,BCDEF,20,25,-1.7,-1.6,0.991783,0.00631469
13,looseIso,2016,BCDEF,20,25,-1.6,-1.5,0.994556,0.00704826
13,looseIso,2016,BCDEF,20,25,-1.5,-1.4,0.996837,0.00754137
13,looseIso,2016,BCDEF,20,25,-1.4,-1.2,0.993411,0.00531271
13,looseIso,2016,BCDEF,20,25,-1.2,-0.8,0.996794,0.00437531
13,looseIso,2016,BCDEF,20,25,-0.8,-0.5,0.994146,0.00552226
13,looseIso,2016,BCDEF,20,25,-0.5,-0.3,0.986545,0.00728137
13,looseIso,2016,BCDEF,20,25,-0.3,-0.2,0.99721,0.0104178
13,looseIso,2016,BCDEF,20,25,-0.2,0,0.989149,0.00710695
13,looseIso,2016,BCDEF,20,25,0,0.2,0.992725,0.00708425
13,looseIso,2016,BCDEF,20,25,0.2,0.3,0.996905,0.010661
13,looseIso,2016,BCDEF,20,25,0.3,0.5,1.0001,0.00722461
13,looseIso,2016,BCDEF,20,25,0.5,0.8,0.994942,0.00582464
13,looseIso,2016,BCDEF,20,25,0.8,1.2,0.998043,0.00439699
13,looseIso,2016,BCDEF,20,25,1.2,1.4,0.993462,0.00542678
13,looseIso,2016,BCDEF,20,25,1.4,1.5,1.00029,0.00757316
13,looseIso,2016,BCDEF,20,25,1.5,1.6,0.99937,0.00702738
13,looseIso,2016,BCDEF,20,25,1.6,1.7,0.996652,0.00664578
13,looseIso,2016,BCDEF,20,25,1.7,2,0.995129,0.00367322
13,looseIso,2016,BCDEF,20,25,2,2.1,0.998036,0.0062533
13,looseIso,2016,BCDEF,20,25,2.1,2.2,0.989276,0.00663339
13,looseIso,2016,BCDEF,20,25,2.2,2.3,0.993891,0.00663001
13,looseIso,2016,BCDEF,20,25,2.3,2.4,0.992175,0.00724309
13,looseIso,2016,BCDEF,25,30,-2.4,-2.3,0.996846,0.00408857
13,looseIso,2016,BCDEF,25,30,-2.3,-2.2,1.00143,0.00386715
13,looseIso,2016,BCDEF,25,30,-2.2,-2.1,0.992468,0.00387901
13,looseIso,2016,BCDEF,25,30,-2.1,-2,1.0007,0.00379735
13,looseIso,2016,BCDEF,25,30,-2,-1.7,0.996655,0.00211664
13,looseIso,2016,BCDEF,25,30,-1.7,-1.6,0.997382,0.00400973
13,looseIso,2016,BCDEF,25,30,-1.6,-1.5,0.996151,0.00382843
13,looseIso,2016,BCDEF,25,30,-1.5,-1.4,0.998285,0.00409595
13,looseIso,2016,BCDEF,25,30,-1.4,-1.2,0.999111,0.00324364
13,looseIso,2016,BCDEF,25,30,-1.2,-0.8,0.997949,0.0025499
13,looseIso,2016,BCDEF,25,30,-0.8,-0.5,1.00063,0.00304816
13,looseIso,2016,BCDEF,25,30,-0.5,-0.3,0.996681,0.00357817
13,looseIso,2016,BCDEF,25,30,-0.3,-0.2,0.99803,0.00472648
13,looseIso,2016,BCDEF,25,30,-0.2,0,0.995999,0.00350467
13,looseIso,2016,BCDEF,25,30,0,0.2,1.00139,0.00331333
13,looseIso,2016,BCDEF,25,30,0.2,0.3,0.995385,0.0048594
13,looseIso,2016,BCDEF,25,30,0.3,0.5,0.997811,0.00356535
13,looseIso,2016,BCDEF,25,30,0.5,0.8,1.00219,0.00311202
13,looseIso,2016,BCDEF,25,30,0.8,1.2,1.0026,0.00271075
13,looseIso,2016,BCDEF,25,30,1.2,1.4,0.999281,0.00315323
13,looseIso,2016,BCDEF,25,30,1.4,1.5,0.997218,0.00419604
13,looseIso,2016,BCDEF,25,30,1.5,1.6,1.00155,0.00394806
13,looseIso,2016,BCDEF,25,30,1.6,1.7,0.997779,0.00389258
13,looseIso,2016,BCDEF,25,30,1.7,2,0.998478,0.00254631
13,looseIso,2016,BCDEF,25,30,2,2.1,1.00058,0.00380274
13,looseIso,2016,BCDEF,25,30,2.1,2.2,0.997557,0.00449368
13,looseIso,2016,BCDEF,25,30,2.2,2.3,1.00505,0.00401621
13,looseIso,2016,BCDEF,25,30,2.3,2.4,0.991896,0.00451503
13,looseIso,2016,BCDEF,30,40,-2.4,-2.3,1.0002,0.00175116
13,looseIso,2016,BCDEF,30,40,-2.3,-2.2,0.999247,0.00133944
13,looseIso,2016,BCDEF,30,40,-2.2,-2.1,0.998406,0.00134759
13,looseIso,2016,BCDEF,30,40,-2.1,-2,0.999192,0.00128464
13,looseIso,2016,BCDEF,30,40,-2,-1.7,1.00084,0.00104342
13,looseIso,2016,BCDEF,30,40,-1.7,-1.6,1.00229,0.00154941
13,looseIso,2016,BCDEF,30,40,-1.6,-1.5,1.0027,0.00147347
13,looseIso,2016,BCDEF,30,40,-1.5,-1.4,1.00067,0.00154218
13,looseIso,2016,BCDEF,30,40,-1.4,-1.2,0.997892,0.000954141
13,looseIso,2016,BCDEF,30,40,-1.2,-0.8,0.998892,0.000751273
13,looseIso,2016,BCDEF,30,40,-0.8,-0.5,0.999909,0.000843709
13,looseIso,2016,BCDEF,30,40,-0.5,-0.3,0.998635,0.00105589
13,looseIso,2016,BCDEF,30,40,-0.3,-0.2,0.999024,0.00144561
13,looseIso,2016,BCDEF,30,40,-0.2,0,0.998834,0.00100932
13,looseIso,2016,BCDEF,30,40,0,0.2,0.999452,0.00102812
13,looseIso,2016,BCDEF,30,40,0.2,0.3,0.999161,0.00145545
13,looseIso,2016,BCDEF,30,40,0.3,0.5,1.00043,0.00101465
13,looseIso,2016,BCDEF,30,40,0.5,0.8,1.00048,0.000797792
13,looseIso,2016,BCDEF,30,40,0.8,1.2,1.00012,0.000770843
13,looseIso,2016,BCDEF,30,40,1.2,1.4,0.998582,0.00116577
13,looseIso,2016,BCDEF,30,40,1.4,1.5,0.999641,0.00137628
13,looseIso,2016,BCDEF,30,40,1.5,1.6,0.999702,0.00139283
13,looseIso,2016,BCDEF,30,40,1.6,1.7,0.999541,0.00137682
13,looseIso,2016,BCDEF,30,40,1.7,2,1.00002,0.000802839
13,looseIso,2016,BCDEF,30,40,2,2.1,0.998877,0.0013954
13,looseIso,2016,BCDEF,30,40,2.1,2.2,0.998946,0.00134294
13,looseIso,2016,BCDEF,30,40,2.2,2.3,0.997425,0.00136152
13,looseIso,2016,BCDEF,30,40,2.3,2.4,1,0.00165064
13,looseIso,2016,BCDEF,40,50,-2.4,-2.3,0.999731,0.000585778
13,looseIso,2016,BCDEF,40,50,-2.3,-2.2,1.00034,0.000824704
13,looseIso,2016,BCDEF,40,50,-2.2,-2.1,0.999302,0.000483296
13,looseIso,2016,BCDEF,40,50,-2.1,-2,0.999939,0.000645199
13,looseIso,2016,BCDEF,40,50,-2,-1.7,0.999129,0.000274828
13,looseIso,2016,BCDEF,40,50,-1.7,-1.6,1.00014,0.000591961
13,looseIso,2016,BCDEF,40,50,-1.6,-1.5,0.999995,0.00332982
13,looseIso,2016,BCDEF,40,50,-1.5,-1.4,0.999827,0.000392557
13,looseIso,2016,BCDEF,40,50,-1.4,-1.2,0.999036,0.000414248
13,looseIso,2016,BCDEF,40,50,-1.2,-0.8,0.99903,0.000304799
13,looseIso,2016,BCDEF,40,50,-0.8,-0.5,0.999223,0.000295073
13,looseIso,2016,BCDEF,40,50,-0.5,-0.3,0.999074,0.00667123
13,looseIso,2016,BCDEF,40,50,-0.3,-0.2,0.998974,0.000390171
13,looseIso,2016,BCDEF,40,50,-0.2,0,0.998953,0.000455226
13,looseIso,2016,BCDEF,40,50,0,0.2,0.998833,0.000261428
13,looseIso,2016,BCDEF,40,50,0.2,0.3,0.9997,0.000554207
13,looseIso,2016,BCDEF,40,50,0.3,0.5,0.999621,0.00617793
13,looseIso,2016,BCDEF,40,50,0.5,0.8,0.999365,0.000296018
13,looseIso,2016,BCDEF,40,50,0.8,1.2,0.999587,0.000257311
13,looseIso,2016,BCDEF,40,50,1.2,1.4,0.998892,0.000247792
13,looseIso,2016,BCDEF,40,50,1.4,1.5,0.999403,0.000325563
13,looseIso,2016,BCDEF,40,50,1.5,1.6,0.99948,0.000595787
13,looseIso,2016,BCDEF,40,50,1.6,1.7,0.999768,0.000606757
13,looseIso,2016,BCDEF,40,50,1.7,2,0.999521,0.000333808
13,looseIso,2016,BCDEF,40,50,2,2.1,0.998835,0.000615583
13,looseIso,2016,BCDEF,40,50,2.1,2.2,0.999496,0.000428362
13,looseIso,2016,BCDEF,40,50,2.2,2.3,0.999693,0.000809946
13,looseIso,2016,BCDEF,40,50,2.3,2.4,1.00039,0.000557535
13,looseIso,2016,BCDEF,50,60,-2.4,-2.3,0.998774,0.00222788
13,looseIso,2016,BCDEF,50,60,-2.3,-2.2,0.999281,0.00181445
13,looseIso,2016,BCDEF,50,60,-2.2,-2.1,1.0003,0.0013769
13,looseIso,2016,BCDEF,50,60,-2.1,-2,0.998495,0.0013013
13,looseIso,2016,BCDEF,50,60,-2,-1.7,0.998793,0.000793542
13,looseIso,2016,BCDEF,50,60,-1.7,-1.6,0.999912,0.00123877
13,looseIso,2016,BCDEF,50,60,-1.6,-1.5,1.00009,0.00107652
13,looseIso,2016,BCDEF,50,60,-1.5,-1.4,1.00049,0.00101582
13,looseIso,2016,BCDEF,50,60,-1.4,-1.2,0.999368,0.00291554
13,looseIso,2016,BCDEF,50,60,-1.2,-0.8,0.999748,0.000641123
13,looseIso,2016,BCDEF,50,60,-0.8,-0.5,0.999855,0.00075721
13,looseIso,2016,BCDEF,50,60,-0.5,-0.3,0.999462,0.000792551
