PDGid,WP,year,period,ptmin,ptmax,etamin,etamax,SF,SFerr
13,looseIso,2016,BCDEF,50,60,-0.3,-0.2,0.999565,0.000979349
13,looseIso,2016,BCDEF,50,60,-0.2,0,1.00048,0.000884721
13,looseIso,2016,BCDEF,50,60,0,0.2,0.999908,0.000925779
13,looseIso,2016,BCDEF,50,60,0.2,0.3,1.00071,0.00114233
13,looseIso,2016,BCDEF,50,60,0.3,0.5,0.999665,0.000856568
13,looseIso,2016,BCDEF,50,60,0.5,0.8,0.998954,0.000572942
13,looseIso,2016,BCDEF,50,60,0.8,1.2,0.999925,0.000542259
13,looseIso,2016,BCDEF,50,60,1.2,1.4,0.999549,0.000768913
13,looseIso,2016,BCDEF,50,60,1.4,1.5,1.00014,0.000990041
13,looseIso,2016,BCDEF,50,60,1.5,1.6,1.00011,0.00107461
13,looseIso,2016,BCDEF,50,60,1.6,1.7,0.999939,0.000964251
13,looseIso,2016,BCDEF,50,60,1.7,2,0.998997,0.000748151
13,looseIso,2016,BCDEF,50,60,2,2.1,0.999616,0.001351
13,looseIso,2016,BCDEF,50,60,2.1,2.2,0.999084,0.0015419
13,looseIso,2016,BCDEF,50,60,2.2,2.3,0.999483,0.00140053
13,looseIso,2016,BCDEF,50,60,2.3,2.4,1.00085,0.0019466
13,looseIso,2016,BCDEF,60,120,-2.4,-2.3,0.997679,0.00245945
13,looseIso,2016,BCDEF,60,120,-2.3,-2.2,0.997059,0.0019167
13,looseIso,2016,BCDEF,60,120,-2.2,-2.1,1.00217,0.00222587
13,looseIso,2016,BCDEF,60,120,-2.1,-2,0.998995,0.00143396
13,looseIso,2016,BCDEF,60,120,-2,-1.7,0.999193,0.00115568
13,looseIso,2016,BCDEF,60,120,-1.7,-1.6,1.00024,0.00194162
13,looseIso,2016,BCDEF,60,120,-1.6,-1.5,0.999632,0.00165132
13,looseIso,2016,BCDEF,60,120,-1.5,-1.4,1.00037,0.00115865
13,looseIso,2016,BCDEF,60,120,-1.4,-1.2,0.997953,0.00154484
13,looseIso,2016,BCDEF,60,120,-1.2,-0.8,1.0001,0.000872054
13,looseIso,2016,BCDEF,60,120,-0.8,-0.5,0.99866,0.00103099
13,looseIso,2016,BCDEF,60,120,-0.5,-0.3,1.00056,0.00122025
13,looseIso,2016,BCDEF,60,120,-0.3,-0.2,0.999818,0.0017002
13,looseIso,2016,BCDEF,60,120,-0.2,0,1.00078,0.00116772
13,looseIso,2016,BCDEF,60,120,0,0.2,0.999171,0.00111241
13,looseIso,2016,BCDEF,60,120,0.2,0.3,0.999583,0.00195917
13,looseIso,2016,BCDEF,60,120,0.3,0.5,1.00086,0.00112233
13,looseIso,2016,BCDEF,60,120,0.5,0.8,0.99983,0.000851834
13,looseIso,2016,BCDEF,60,120,0.8,1.2,0.999962,0.00113119
13,looseIso,2016,BCDEF,60,120,1.2,1.4,1.00089,0.00129918
13,looseIso,2016,BCDEF,60,120,1.4,1.5,1.00003,0.00146816
13,looseIso,2016,BCDEF,60,120,1.5,1.6,0.999012,0.0012777
13,looseIso,2016,BCDEF,60,120,1.6,1.7,0.998973,0.00137041
13,looseIso,2016,BCDEF,60,120,1.7,2,0.999178,0.00100258
13,looseIso,2016,BCDEF,60,120,2,2.1,0.998194,0.00169596
13,looseIso,2016,BCDEF,60,120,2.1,2.2,1.0014,0.0024759
13,looseIso,2016,BCDEF,60,120,2.2,2.3,1.0008,0.00265183
13,looseIso,2016,BCDEF,60,120,2.3,2.4,1.00228,0.00328192
PDGid,WP,year,period,ptmin,ptmax,etamin,etamax,SF,SFerr
13,looseIso,2016,GH,20,25,-2.4,-2.3,0.993852,0.00689944
13,looseIso,2016,GH,20,25,-2.3,-2.2,1.00142,0.00643164
13,looseIso,2016,GH,20,25,-2.2,-2.1,1.00217,0.00733584
13,looseIso,2016,GH,20,25,-2.1,-2,1.00405,0.00582073
13,looseIso,2016,GH,20,25,-2,-1.7,1.00208,0.00360691
13,looseIso,2016,GH,20,25,-1.7,-1.6,0.991158,0.00652618
13,looseIso,2016,GH,20,25,-1.6,-1.5,0.996681,0.00648256
13,looseIso,2016,GH,20,25,-1.5,-1.4,1.00343,0.00763184
13,looseIso,2016,GH,20,25,-1.4,-1.2,0.989232,0.00591932
13,looseIso,2016,GH,20,25,-1.2,-0.8,0.997182,0.00448751
13,looseIso,2016,GH,20,25,-0.8,-0.5,0.998922,0.00578293
13,looseIso,2016,GH,20,25,-0.5,-0.3,0.981897,0.00722745
13,looseIso,2016,GH,20,25,-0.3,-0.2,0.983381,0.0106372
13,looseIso,2016,GH,20,25,-0.2,0,0.985161,0.00708691
13,looseIso,2016,GH,20,25,0,0.2,0.991731,0.00750364
13,looseIso,2016,GH,20,25,0.2,0.3,0.987273,0.0113835
13,looseIso,2016,GH,20,25,0.3,0.5,0.996522,0.00766168
13,looseIso,2016,GH,20,25,0.5,0.8,0.987686,0.00591187
13,looseIso,2016,GH,20,25,0.8,1.2,0.996368,0.00461435
13,looseIso,2016,GH,20,25,1.2,1.4,0.990548,0.00621023
13,looseIso,2016,GH,20,25,1.4,1.5,0.999661,0.00769427
13,looseIso,2016,GH,20,25,1.5,1.6,1.00519,0.00739943
13,looseIso,2016,GH,20,25,1.6,1.7,0.994894,0.00670509
13,looseIso,2016,GH,20,25,1.7,2,0.998865,0.00358118
13,looseIso,2016,GH,20,25,2,2.1,1.00063,0.00714771
13,looseIso,2016,GH,20,25,2.1,2.2,0.995022,0.0065162
13,looseIso,2016,GH,20,25,2.2,2.3,0.997511,0.00676502
13,looseIso,2016,GH,20,25,2.3,2.4,1.00047,0.00777472
13,looseIso,2016,GH,25,30,-2.4,-2.3,1.00017,0.00497426
13,looseIso,2016,GH,25,30,-2.3,-2.2,1.00739,0.00392622
13,looseIso,2016,GH,25,30,-2.2,-2.1,0.998083,0.00348936
13,looseIso,2016,GH,25,30,-2.1,-2,1.0038,0.00317578
13,looseIso,2016,GH,25,30,-2,-1.7,1.0024,0.00287069
13,looseIso,2016,GH,25,30,-1.7,-1.6,0.999058,0.00385692
13,looseIso,2016,GH,25,30,-1.6,-1.5,1.00093,0.00391799
13,looseIso,2016,GH,25,30,-1.5,-1.4,0.999019,0.00402452
13,looseIso,2016,GH,25,30,-1.4,-1.2,0.99896,0.00341127
13,looseIso,2016,GH,25,30,-1.2,-0.8,1.00018,0.00248502
13,looseIso,2016,GH,25,30,-0.8,-0.5,0.99949,0.00291359
13,looseIso,2016,GH,25,30,-0.5,-0.3,0.997012,0.00359945
13,looseIso,2016,GH,25,30,-0.3,-0.2,1.00052,0.0051333
13,looseIso,2016,GH,25,30,-0.2,0,0.992647,0.00385931
13,looseIso,2016,GH,25,30,0,0.2,1.00065,0.00333767
13,looseIso,2016,GH,25,30,0.2,0.3,0.996928,0.00486786
13,looseIso,2016,GH,25,30,0.3,0.5,0.998825,0.00359768
13,looseIso,2016,GH,25,30,0.5,0.8,0.999096,0.00309712
13,looseIso,2016,GH,25,30,0.8,1.2,0.999598,0.00276358
13,looseIso,2016,GH,25,30,1.2,1.4,1.00098,0.00322781
13,looseIso,2016,GH,25,30,1.4,1.5,0.996268,0.00502115
13,looseIso,2016,GH,25,30,1.5,1.6,0.999769,0.00404506
13,looseIso,2016,GH,25,30,1.6,1.7,0.99785,0.00398193
13,looseIso,2016,GH,25,30,1.7,2,1.00169,0.00221542
13,looseIso,2016,GH,25,30,2,2.1,1.0023,0.00366872
13,looseIso,2016,GH,25,30,2.1,2.2,1.00309,0.00360164
13,looseIso,2016,GH,25,30,2.2,2.3,1.00482,0.00382249
13,looseIso,2016,GH,25,30,2.3,2.4,0.999002,0.00434664
13,looseIso,2016,GH,30,40,-2.4,-2.3,1.0016,0.0015621
13,looseIso,2016,GH,30,40,-2.3,-2.2,1.00082,0.00134534
13,looseIso,2016,GH,30,40,-2.2,-2.1,1.00056,0.00131194
13,looseIso,2016,GH,30,40,-2.1,-2,1.00071,0.00125895
13,looseIso,2016,GH,30,40,-2,-1.7,1.00178,0.000966126
13,looseIso,2016,GH,30,40,-1.7,-1.6,1.00146,0.00136988
13,looseIso,2016,GH,30,40,-1.6,-1.5,1.00314,0.00165238
13,looseIso,2016,GH,30,40,-1.5,-1.4,1.00037,0.00160655
13,looseIso,2016,GH,30,40,-1.4,-1.2,0.998526,0.00103686
13,looseIso,2016,GH,30,40,-1.2,-0.8,0.998981,0.000765828
13,looseIso,2016,GH,30,40,-0.8,-0.5,0.999336,0.000911003
13,looseIso,2016,GH,30,40,-0.5,-0.3,0.998309,0.00104599
13,looseIso,2016,GH,30,40,-0.3,-0.2,0.997896,0.00148758
13,looseIso,2016,GH,30,40,-0.2,0,0.997383,0.00105542
13,looseIso,2016,GH,30,40,0,0.2,0.997315,0.00102481
13,looseIso,2016,GH,30,40,0.2,0.3,0.997954,0.00155546
13,looseIso,2016,GH,30,40,0.3,0.5,0.99881,0.00102025
13,looseIso,2016,GH,30,40,0.5,0.8,1.00008,0.000855131
13,looseIso,2016,GH,30,40,0.8,1.2,0.999827,0.000783392
13,looseIso,2016,GH,30,40,1.2,1.4,0.998493,0.00107472
13,looseIso,2016,GH,30,40,1.4,1.5,0.999948,0.00166521
13,looseIso,2016,GH,30,40,1.5,1.6,1.00114,0.00140407
13,looseIso,2016,GH,30,40,1.6,1.7,0.999262,0.00144766
13,looseIso,2016,GH,30,40,1.7,2,1.00118,0.000806644
13,looseIso,2016,GH,30,40,2,2.1,1.00053,0.00139415
13,looseIso,2016,GH,30,40,2.1,2.2,1.00064,0.00131244
13,looseIso,2016,GH,30,40,2.2,2.3,0.998848,0.00136472
13,looseIso,2016,GH,30,40,2.3,2.4,1.00109,0.00175545
13,looseIso,2016,GH,40,50,-2.4,-2.3,0.999484,0.000714869
13,looseIso,2016,GH,40,50,-2.3,-2.2,1.00121,0.000806406
13,looseIso,2016,GH,40,50,-2.2,-2.1,0.99986,0.00015803
13,looseIso,2016,GH,40,50,-2.1,-2,0.99981,0.000518855
13,looseIso,2016,GH,40,50,-2,-1.7,0.999763,0.000277422
13,looseIso,2016,GH,40,50,-1.7,-1.6,0.999855,0.000620732
13,looseIso,2016,GH,40,50,-1.6,-1.5,1.00026,0.000473133
13,looseIso,2016,GH,40,50,-1.5,-1.4,0.999887,0.000350224
13,looseIso,2016,GH,40,50,-1.4,-1.2,0.998769,0.000318847
13,looseIso,2016,GH,40,50,-1.2,-0.8,0.999282,0.00543732
13,looseIso,2016,GH,40,50,-0.8,-0.5,0.999282,0.000304164
13,looseIso,2016,GH,40,50,-0.5,-0.3,0.99876,0.000357586
13,looseIso,2016,GH,40,50,-0.3,-0.2,0.999439,0.000107311
13,looseIso,2016,GH,40,50,-0.2,0,0.998878,0.000470995
13,looseIso,2016,GH,40,50,0,0.2,0.998832,0.000287669
13,looseIso,2016,GH,40,50,0.2,0.3,0.99967,0.000576401
13,looseIso,2016,GH,40,50,0.3,0.5,0.999134,0.000361857
13,looseIso,2016,GH,40,50,0.5,0.8,0.9994,0.000300375
13,looseIso,2016,GH,40,50,0.8,1.2,0.999748,0.000311541
13,looseIso,2016,GH,40,50,1.2,1.4,0.999426,9.63284e-05
13,looseIso,2016,GH,40,50,1.4,1.5,0.999418,0.000114385
13,looseIso,2016,GH,40,50,1.5,1.6,0.999896,0.000493815
13,looseIso,2016,GH,40,50,1.6,1.7,0.999402,0.000489076
13,looseIso,2016,GH,40,50,1.7,2,0.99961,0.000328734
13,looseIso,2016,GH,40,50,2,2.1,0.999353,0.000666883
13,looseIso,2016,GH,40,50,2.1,2.2,1.00016,0.000397767
13,looseIso,2016,GH,40,50,2.2,2.3,1.00005,0.000796766
13,looseIso,2016,GH,40,50,2.3,2.4,1.00077,0.000564658
13,looseIso,2016,GH,50,60,-2.4,-2.3,0.998916,0.00210619
13,looseIso,2016,GH,50,60,-2.3,-2.2,0.999822,0.0018155
13,looseIso,2016,GH,50,60,-2.2,-2.1,0.999597,0.00141238
13,looseIso,2016,GH,50,60,-2.1,-2,0.999455,0.00110524
13,looseIso,2016,GH,50,60,-2,-1.7,0.999133,0.00066219
13,looseIso,2016,GH,50,60,-1.7,-1.6,0.999826,0.00120542
13,looseIso,2016,GH,50,60,-1.6,-1.5,1.0008,0.00111529
13,looseIso,2016,GH,50,60,-1.5,-1.4,0.99964,0.0010895
13,looseIso,2016,GH,50,60,-1.4,-1.2,0.999712,0.00291581
13,looseIso,2016,GH,50,60,-1.2,-0.8,0.999615,0.000654507
13,looseIso,2016,GH,50,60,-0.8,-0.5,0.99985,0.000804734
13,looseIso,2016,GH,50,60,-0.5,-0.3,0.999223,0.000805731
13,looseIso,2016,GH,50,60,-0.3,-0.2,0.998351,0.00105861
13,looseIso,2016,GH,50,60,-0.2,0,1.00022,0.000913893
13,looseIso,2016,GH,50,60,0,0.2,1.00032,0.000956279
13,looseIso,2016,GH,50,60,0.2,0.3,1.00016,0.00117657
13,looseIso,2016,GH,50,60,0.3,0.5,0.999524,0.000792059
13,looseIso,2016,GH,50,60,0.5,0.8,0.999784,0.000639795
13,looseIso,2016,GH,50,60,0.8,1.2,0.999422,0.000562775
13,looseIso,2016,GH,50,60,1.2,1.4,0.999826,0.000782889
13,looseIso,2016,GH,50,60,1.4,1.5,1.00094,0.000912191
13,looseIso,2016,GH,50,60,1.5,1.6,1.00049,0.00108151
13,looseIso,2016,GH,50,60,1.6,1.7,0.999637,0.000938054
13,looseIso,2016,GH,50,60,1.7,2,0.999576,0.000765231
13,looseIso,2016,GH,50,60,2,2.1,0.999248,0.00143526
13,looseIso,2016,GH,50,60,2.1,2.2,1.00102,0.00136212
13,looseIso,2016,GH,50,60,2.2,2.3,0.999821,0.00130066
13,looseIso,2016,GH,50,60,2.3,2.4,1.00032,0.00172602
13,looseIso,2016,GH,60,120,-2.4,-2.3,0.997906,0.00234649
13,looseIso,2016,GH,60,120,-2.3,-2.2,0.997331,0.00188045
13,looseIso,2016,GH,60,120,-2.2,-2.1,1.00236,0.00240838
13,looseIso,2016,GH,60,120,-2.1,-2,0.997614,0.00175412
13,looseIso,2016,GH,60,120,-2,-1.7,0.999643,0.00114702
13,looseIso,2016,GH,60,120,-1.7,-1.6,0.999779,0.00200176
13,looseIso,2016,GH,60,120,-1.6,-1.5,0.997685,0.00178784
13,looseIso,2016,GH,60,120,-1.5,-1.4,0.999201,0.00135329
13,looseIso,2016,GH,60,120,-1.4,-1.2,0.999903,0.00114164
13,looseIso,2016,GH,60,120,-1.2,-0.8,1.00036,0.000879191
13,looseIso,2016,GH,60,120,-0.8,-0.5,1.00012,0.00100656
13,looseIso,2016,GH,60,120,-0.5,-0.3,0.999772,0.00120352
13,looseIso,2016,GH,60,120,-0.3,-0.2,0.999353,0.00171068
13,looseIso,2016,GH,60,120,-0.2,0,0.999448,0.0012442
13,looseIso,2016,GH,60,120,0,0.2,0.999204,0.00113451
13,looseIso,2016,GH,60,120,0.2,0.3,0.998405,0.00206618
13,looseIso,2016,GH,60,120,0.3,0.5,1.00008,0.00123312
13,looseIso,2016,GH,60,120,0.5,0.8,1.00045,0.000864917
13,looseIso,2016,GH,60,120,0.8,1.2,1.00002,0.00114447
13,looseIso,2016,GH,60,120,1.2,1.4,1.00192,0.0012777
13,looseIso,2016,GH,60,120,1.4,1.5,1.00119,0.00148095
13,looseIso,2016,GH,60,120,1.5,1.6,0.999658,0.00124825
13,looseIso,2016,GH,60,120,1.6,1.7,0.99814,0.00135743
13,looseIso,2016,GH,60,120,1.7,2,0.999378,0.00100564
13,looseIso,2016,GH,60,120,2,2.1,0.998255,0.00169643
13,looseIso,2016,GH,60,120,2.1,2.2,1.00317,0.00223148
13,looseIso,2016,GH,60,120,2.2,2.3,1.00107,0.00282519
13,looseIso,2016,GH,60,120,2.3,2.4,0.998887,0.00360401
PDGid,WP,year,period,ptmin,ptmax,etamin,etamax,SF,SFerr
13,mediumID,2017,X,20,25,0,0.9,0.99463,0.00319383
13,mediumID,2017,X,20,25,0.9,1.2,1.00461,0.0042864
13,mediumID,2017,X,20,25,1.2,2.1,0.995538,0.00715402
13,mediumID,2017,X,20,25,2.1,2.4,0.975997,0.0197926
13,mediumID,2017,X,25,30,0,0.9,0.99427,0.00107815
13,mediumID,2017,X,25,30,0.9,1.2,0.996305,0.00762743
13,mediumID,2017,X,25,30,1.2,2.1,0.99353,0.0015882
13,mediumID,2017,X,25,30,2.1,2.4,0.974567,0.0209113
13,mediumID,2017,X,30,40,0,0.9,0.998511,0.000286372
13,mediumID,2017,X,30,40,0.9,1.2,0.999489,0.000509956
13,mediumID,2017,X,30,40,1.2,2.1,0.998242,0.00574843
13,mediumID,2017,X,30,40,2.1,2.4,0.979122,0.0264072
13,mediumID,2017,X,40,50,0,0.9,0.996668,0.000205126
13,mediumID,2017,X,40,50,0.9,1.2,0.997511,0.000390215
13,mediumID,2017,X,40,50,1.2,2.1,0.995924,0.000232605
13,mediumID,2017,X,40,50,2.1,2.4,0.976367,0.000952755
13,mediumID,2017,X,50,60,0,0.9,0.993758,0.000593651
13,mediumID,2017,X,50,60,0.9,1.2,0.99674,0.00133428
13,mediumID,2017,X,50,60,1.2,2.1,0.994647,0.00079594
13,mediumID,2017,X,50,60,2.1,2.4,0.971127,0.00301892
13,mediumID,2017,X,60,120,0,0.9,0.997312,0.00134785
13,mediumID,2017,X,60,120,0.9,1.2,0.995674,0.00431372
13,mediumID,2017,X,60,120,1.2,2.1,0.996436,0.00195913
13,mediumID,2017,X,60,120,2.1,2.4,0.981027,0.00759358
PDGid,WP,year,period,ptmin,ptmax,etamin,etamax,SF,SFerr
13,looseIso,2017,X,20,25,0,0.9,0.992514,0.00236679
13,looseIso,2017,X,20,25,0.9,1.2,0.994414,0.00403229
13,looseIso,2017,X,20,25,1.2,2.1,0.99669,0.00165145
13,looseIso,2017,X,20,25,2.1,2.4,0.997504,0.00220712
13,looseIso,2017,X,25,30,0,0.9,0.996396,0.0011009
13,looseIso,2017,X,25,30,0.9,1.2,0.9931,0.00203279
13,looseIso,2017,X,25,30,1.2,2.1,0.998952,0.00093208
13,looseIso,2017,X,25,30,2.1,2.4,0.999029,0.00120862
13,looseIso,2017,X,30,40,0,0.9,0.998285,0.000279973
13,looseIso,2017,X,30,40,0.9,1.2,0.997463,0.000523961
13,looseIso,2017,X,30,40,1.2,2.1,0.998899,0.000281845
13,looseIso,2017,X,30,40,2.1,2.4,0.998897,0.000390701
13,looseIso,2017,X,40,50,0,0.9,0.999386,0.000106278
13,looseIso,2017,X,40,50,0.9,1.2,0.998862,0.000210508
13,looseIso,2017,X,40,50,1.2,2.1,0.999387,0.00011091
13,looseIso,2017,X,40,50,2.1,2.4,0.999605,0.00048731
13,looseIso,2017,X,50,60,0,0.9,0.99972,0.000221759
13,looseIso,2017,X,50,60,0.9,1.2,0.9993,0.000421502
13,looseIso,2017,X,50,60,1.2,2.1,0.999699,0.00024302
13,looseIso,2017,X,50,60,2.1,2.4,1.00011,0.000503366
13,looseIso,2017,X,60,120,0,0.9,1.00004,0.000344277
13,looseIso,2017,X,60,120,0.9,1.2,1.00012,0.000864947
13,looseIso,2017,X,60,120,1.2,2.1,1.00035,0.000412806
13,looseIso,2017,X,60,120,2.1,2.4,0.999377,0.000872555
PDGid,WP,year,period,ptmin,ptmax,etamin,etamax,SF,SFerr
13,mediumID,2018,X,15,20,0,0.9,0.997092,0.00912046
13,mediumID,2018,X,15,20,0.9,1.2,0.996501,0.00301143
13,mediumID,2018,X,15,20,1.2,2.1,0.995491,0.00116005
13,mediumID,2018,X,15,20,2.1,2.4,0.976704,0.00305872
13,mediumID,2018,X,20,25,0,0.9,0.99661,0.00307802
13,mediumID,2018,X,20,25,0.9,1.2,0.995801,0.00185521
13,mediumID,2018,X,20,25,1.2,2.1,0.994839,0.00106468
13,mediumID,2018,X,20,25,2.1,2.4,0.975885,0.00453748
13,mediumID,2018,X,25,30,0,0.9,0.996941,0.00107887
13,mediumID,2018,X,25,30,0.9,1.2,0.995659,0.00105952
13,mediumID,2018,X,25,30,1.2,2.1,0.994463,0.000481988
13,mediumID,2018,X,25,30,2.1,2.4,0.974694,0.000960571
13,mediumID,2018,X,30,40,0,0.9,0.99612,0.000418156
13,mediumID,2018,X,30,40,0.9,1.2,0.995821,0.00202264
13,mediumID,2018,X,30,40,1.2,2.1,0.995056,0.000307928
13,mediumID,2018,X,30,40,2.1,2.4,0.976196,0.000468034
13,mediumID,2018,X,40,50,0,0.9,0.996577,0.0018504
13,mediumID,2018,X,40,50,0.9,1.2,0.995672,0.000183416
13,mediumID,2018,X,40,50,1.2,2.1,0.994717,0.000135675
13,mediumID,2018,X,40,50,2.1,2.4,0.973118,0.000463183
13,mediumID,2018,X,50,60,0,0.9,0.99709,0.000260065
13,mediumID,2018,X,50,60,0.9,1.2,0.995783,0.000462362
13,mediumID,2018,X,50,60,1.2,2.1,0.995206,0.00922268
13,mediumID,2018,X,50,60,2.1,2.4,0.975114,0.00144935
13,mediumID,2018,X,60,120,0,0.9,0.996259,0.00599479
13,mediumID,2018,X,60,120,0.9,1.2,0.995734,0.0104551
13,mediumID,2018,X,60,120,1.2,2.1,0.99517,0.00107437
13,mediumID,2018,X,60,120,2.1,2.4,0.974546,0.00235416
PDGid,WP,year,period,ptmin,ptmax,etamin,etamax,SF,SFerr
13,looseIso,2018,X,15,20,0,0.9,0.987703,0.00419461
13,looseIso,2018,X,15,20,0.9,1.2,0.998217,0.0060844
13,looseIso,2018,X,15,20,1.2,2.1,1.0209,0.00263024
13,looseIso,2018,X,15,20,2.1,2.4,1.04527,0.0039582
13,looseIso,2018,X,20,25,0,0.9,0.992146,0.001988
13,looseIso,2018,X,20,25,0.9,1.2,0.995058,0.00331225
13,looseIso,2018,X,20,25,1.2,2.1,1.01332,0.00144608
13,looseIso,2018,X,20,25,2.1,2.4,1.02743,0.00231183
13,looseIso,2018,X,25,30,0,0.9,0.995389,0.000913684
13,looseIso,2018,X,25,30,0.9,1.2,0.995898,0.00160741
13,looseIso,2018,X,25,30,1.2,2.1,1.00677,0.000813434
13,looseIso,2018,X,25,30,2.1,2.4,1.01417,0.00131025
13,looseIso,2018,X,30,40,0,0.9,0.99769,0.000229163
13,looseIso,2018,X,30,40,0.9,1.2,0.997741,0.000458175
13,looseIso,2018,X,30,40,1.2,2.1,1.0021,0.000234377
13,looseIso,2018,X,30,40,2.1,2.4,1.00544,0.00040311
13,looseIso,2018,X,40,50,0,0.9,0.999178,0.000103085
13,looseIso,2018,X,40,50,0.9,1.2,0.999035,0.000179877
13,looseIso,2018,X,40,50,1.2,2.1,1.00072,4.24175e-06
13,looseIso,2018,X,40,50,2.1,2.4,1.00165,0.000113054
13,looseIso,2018,X,50,60,0,0.9,0.999486,0.000179507
13,looseIso,2018,X,50,60,0.9,1.2,0.999778,0.000349243
13,looseIso,2018,X,50,60,1.2,2.1,1.00047,0.00096226
13,looseIso,2018,X,50,60,2.1,2.4,1.00129,0.00044499
13,looseIso,2018,X,60,120,0,0.9,0.999793,0.000287638
13,looseIso,2018,X,60,120,0.9,1.2,1.0001,0.00114791
13,looseIso,2018,X,60,120,1.2,2.1,1.00029,0.00086675
13,looseIso,2018,X,60,120,2.1,2.4,1.00132,0.000903786
